國別地區,中文片名,上映日期,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
中國大陸,急先鋒,2020/09/30,4,154,"13,715","21,848","4,833,861"
美國,特斯拉,2020/09/30,5,111,"13,285","11,741","2,503,070"
日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,1,47,"11,030","158,454","37,190,710"
日本,太陽之家,2020/09/25,1,22,"3,520",820,"166,583"
中華民國,消失的情人節,2020/09/18,36,"1,803","410,509","136,655","31,853,070"
英國,皮諾丘的奇幻旅程,2020/09/18,3,320,"19,630","7,449","1,612,903"
法國,寂寞調香師,2020/09/18,2,171,"17,120","1,512","292,815"
香港,麥路人,2020/09/17,1,49,"7,220","18,402","3,914,996"
中華民國,海霧,2020/09/17,1,17,935,"51,194","11,490,738"
美國,密弒直播,2020/09/11,3,109,"6,550","14,820","3,193,852"
英國,訂製幸福滋味,2020/09/11,2,33,"3,630","2,330","385,492"
日本,約會大作戰 赤黑新章：虛或實,2020/09/11,12,12,"1,680","4,610","737,455"
日本,蠟筆小新電影 激戰!塗鴉王國與差不多四勇者,2020/09/11,1,6,"1,680","71,161","16,303,755"
美國,花木蘭,2020/09/04,6,425,"31,455","312,503","72,323,610"
法國,退休大贏家,2020/09/04,1,101,"8,810","4,115","861,190"
中華民國,馗降：粽邪2,2020/09/02,3,228,"13,000","318,805","72,130,795"
美國,TENET天能,2020/08/27,2,108,"20,510","1,382,550","349,381,919"
中華民國,可不可以，你也剛好喜歡我,2020/08/21,5,426,"31,265","341,015","79,151,839"
新加坡,初心,2020/08/21,1,140,"26,600","46,284","10,669,951"
中華民國,怪胎,2020/08/05,7,472,"40,220","194,956","45,090,511"
不丹,不丹是教室,2020/07/10,2,410,"28,740","35,521","7,481,161"
阿根廷,計高一籌,2019/10/09,1,26,"4,160","3,060","625,290"
加拿大,哈柏太空之旅 3D,2019/02/04,1,8,"1,200",711,"104,345"
加拿大,深海獵奇 3D,2019/02/03,1,0,0,"1,304","162,829"
法國,不玩美女人,2017/12/08,1,6,700,334,"64,135"
法國,狂舞摯愛,2017/05/05,1,8,950,"1,473","292,350"
美國,愛在午夜希臘時,2013/07/19,3,341,"74,870","1,182","260,595"
美國,愛在日落巴黎時,2004/11/26,7,475,"106,895","2,429","542,625"
美國,愛在黎明破曉時,1996/02/24,7,444,"100,175","2,573","578,115"
美國,剪刀手愛德華,1991/04/25,1,0,0,"1,531","335,820"
國別地區,中文片名,上映日期,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
南韓,對我而言，你是珍貴的,2023/02/03,13,258,"61,498",258,"61,498"
日本,新世紀福音戰士新劇場版：終,2023/02/03,29,"6,743","2,352,088","6,743","2,352,088"
南韓,幻影,2023/02/03,69,"3,261","787,141","3,261","787,141"
美國,敲敲門,2023/02/03,92,"6,221","1,529,325","6,221","1,529,325"
美國,我的鯨魚老爸,2023/02/03,54,"5,336","1,332,497","5,336","1,332,497"
南韓,火線交涉,2023/02/03,68,"12,301","2,945,138","12,301","2,945,138"
美國,瑪琳艾索普：首席女指揮,2023/02/03,10,386,"92,568",386,"92,568"
羅馬尼亞,仇恨謎林,2023/02/03,13,394,"86,283",394,"86,283"
南韓,BTS: YET TO COME IN CINEMAS,2023/02/01,18,"14,768","9,561,385","14,768","9,561,385"
日本,天間莊三姊妹,2023/01/31,13,331,"67,967",331,"67,967"
西班牙,驚獄77,2023/01/27,5,92,"20,515",205,"46,633"
立陶宛,萬惡世代,2023/01/27,14,285,"67,018",610,"143,640"
南韓,大明星多重宇宙,2023/01/27,50,"1,451","337,868","3,464","820,709"
美國,日出日落：屋頂上的提琴手,2023/01/27,10,245,"50,135",569,"119,655"
伊朗,片場風暴,2023/01/27,9,343,"69,715",713,"146,404"
美國,伊尼舍林的女妖,2023/01/27,36,"4,227","996,994","7,382","1,754,146"
美國,迫降危機,2023/01/25,67,"31,379","7,567,018","97,176","23,775,779"
南韓,淘氣小企鵝啵樂樂 電影版：巨龍城堡大冒險,2023/01/20,44,561,"133,560","2,974","698,675"
中華民國,詐團圓,2023/01/20,98,"12,029","2,810,003","93,833","22,382,686"
德國,拼音戀習曲,2023/01/19,12,123,"26,015",726,"152,740"
美國,玩命特攻：武演行動,2023/01/19,71,"26,083","6,362,391","153,085","37,592,692"
日本,舌尖上的禪,2023/01/19,11,361,"75,990","1,629","347,578"
香港,天龍八部之喬峰傳,2023/01/17,65,"2,844","651,696","24,721","5,949,494"
美國,巴比倫,2023/01/17,91,"6,637","1,761,193","30,488","8,254,633"
日本,屁屁偵探 : 天才惡人屁屁亞蒂,2023/01/14,63,"9,477","2,249,161","50,849","12,232,959"
南韓,HERO,2023/01/13,2,9,"1,740","2,557","598,525"
美國,窒友梅根,2023/01/13,94,"22,587","5,678,855","161,271","40,570,027"
日本,灌籃高手 THE FIRST SLAM DUNK,2023/01/13,103,"215,997","55,024,758","1,435,863","366,613,871"
中華民國,山中森林,2023/01/13,82,"4,607","1,135,754","54,364","13,109,708"
中華民國,我的婆婆怎麼把ＯＯ搞丟了,2023/01/13,96,"15,462","3,644,558","149,729","35,808,921"
日本,巧虎電影　巧虎與塔魯王子,2023/01/13,18,"1,495","372,546","13,687","3,410,060"
義大利,《聽見天堂》4K數位修復版,2023/01/13,3,19,"4,150",350,"77,305"
美國,愛．子,2023/01/13,38,242,"55,447","3,848","908,322"
日本,那個男人,2023/01/10,10,472,"105,400","2,953","651,598"
以色列,她和她們的電影課,2023/01/06,1,3,510,434,"92,365"
美國,劫婚大作戰,2023/01/06,2,16,"3,660","13,747","3,215,895"
日本,彬與瑛,2023/01/06,1,88,"19,570","1,576","353,343"
中華民國,無邊,2023/01/06,1,9,"2,230","2,446","594,634"
南韓,紳探追緝令,2023/01/06,1,3,670,"7,673","1,814,975"
美國,鞋貓劍客 2,2022/12/30,61,"3,700","885,367","90,554","22,060,152"
香港,正義迴廊,2022/12/30,1,19,"4,930","2,434","601,371"
日本,邪惡的孩子,2022/12/30,1,9,"2,060","2,714","636,512"
中華民國,想見你,2022/12/30,73,"33,206","8,299,292","506,139","125,283,523"
日本,劇場版 弦音 ─初始的一射─,2022/12/30,10,180,"42,420","6,778","1,658,139"
美國,與你共舞,2022/12/30,2,38,"9,650","15,672","3,714,625"
日本,心情直播不NG,2022/12/28,1,24,"4,995","1,046","225,006"
日本,輝夜姬想讓人告白－永不結束的初吻,2022/12/23,11,913,"234,892","54,811","14,027,290"
南韓,碰碰狐音樂電影:奇幻城嘉年華,2022/12/23,2,7,"1,540","3,074","716,656"
美國,朝聖之路：聖雅各,2022/12/23,1,33,"8,590","2,775","637,350"
印尼,鬼搖靈2：陰語陣陣,2022/12/23,3,77,"18,150","29,760","7,312,481"
香港,智齒,2022/12/23,1,5,800,"5,503","1,265,523"
德國,蘿拉快跑,2022/12/17,12,233,"50,472",295,"63,417"
中華民國,一起一起,2022/12/16,29,885,"202,944","2,951","704,054"
中華民國,家家,2022/12/16,2,5,800,"1,480","234,785"
美國,阿凡達：水之道,2022/12/14,97,"56,845","20,028,748","2,158,371","720,372,977"
巴西,無法無天,2022/12/10,2,13,"2,790","1,057","237,261"
南韓,失控正義,2022/12/09,1,3,870,"7,866","1,896,046"
日本,關於我轉生變成史萊姆這檔事劇場版 紅蓮之絆篇,2022/12/06,2,162,"42,820","84,476","21,265,386"
日本,通往夏天的隧道，再見的出口,2022/12/02,1,92,"20,780","50,510","12,531,852"
美國,暴戾夜,2022/12/02,3,259,"26,577","30,216","7,198,000"
印度,梵天神器：滅世開端,2022/12/02,1,93,"5,115","4,006","1,085,449"
美國,五星饗魘,2022/12/02,1,63,"7,638","62,877","15,900,165"
日本,天空之城,2022/11/25,1,13,"3,160","35,545","8,881,367"
中華民國,神人之家,2022/11/25,1,72,"17,900","21,401","4,990,929"
美國,奇異冒險,2022/11/25,4,291,"36,907","28,977","6,734,690"
英國,瘋狂富作用,2022/11/21,2,47,"11,510","9,644","2,298,541"
中華民國,稻浪上的夢想家,2022/11/20,1,74,"20,720","1,396","303,080"
美國,她有話要說,2022/11/18,1,25,"1,375","6,285","1,444,420"
法國,抓狂養老院,2022/11/11,1,67,"3,685",344,"68,470"
中華民國,哈勇家,2022/11/11,1,36,"4,367","60,673","13,411,940"
美國,黑豹 2：瓦干達萬歲,2022/11/09,4,664,"45,212","929,933","250,685,519"
美國,鱷魚歌王,2022/11/04,85,"5,900","1,376,897","26,229","6,379,385"
中華民國,罪後真相,2022/10/28,1,32,"1,760","70,245","16,438,882"
中華民國,流麻溝十五號,2022/10/28,6,508,"113,985","172,086","38,967,660"
美國,黑亞當,2022/10/19,5,721,"63,823","576,591","148,403,469"
中華民國,你在我心上,2022/10/07,1,84,"4,620","68,138","15,726,761"
美國,幸福入場券,2022/10/07,1,32,"1,760","70,153","17,175,821"
美國,DC超級寵物軍團,2022/08/09,1,38,"4,180","53,118","12,550,871"
日本,角落小夥伴電影版：藍色月夜的魔法之子,2022/08/05,1,5,"1,200","61,576","15,092,291"
美國,子彈列車,2022/08/03,1,156,"19,320","456,688","117,681,506"
中華民國,徘徊年代,2022/07/22,1,23,"2,687","4,269","957,561"
美國,馬達加斯加：狐猴之島,2022/07/16,1,1,80,149,"16,130"
美國,捍衛戰士: 獨行俠,2022/05/23,2,106,"20,568","2,683,867","734,802,169"
伊朗,風帶著我來 數位修復版,2022/05/20,1,2,450,895,"195,186"
伊朗,何處是我朋友的家？,2022/04/15,1,0,0,"1,503","318,030"
美國,哈勃望遠鏡,2019/02/01,1,4,520,60,"6,630"
阿根廷,革命前夕的摩托車日記,2005/02/25,1,1,230,"1,900","411,364"
日本,霍爾的移動城堡,2005/02/04,1,144,"82,080",144,"82,080"
英國,烈火情人,1993/04/03,1,1,115,"4,859","1,081,532"
國別地區,中文片名,上映日期,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
日本,電影版 99.9 不可能的翻案,2022/05/27,48,"3,332","810,908","7,051","1,702,402"
中華民國,教練,2022/05/27,10,852,"191,349","2,163","477,339"
中華民國,費爾的旅程,2022/05/27,10,652,"150,033","1,720","393,282"
法國,好好說再見,2022/05/27,14,476,"102,040",850,"183,710"
中華民國,還孩子做自己,2022/05/27,6,299,"47,900",429,"68,570"
法國,藍色是最溫暖的顏色,2022/05/27,11,198,"46,837",359,"84,931"
美國,捍衛戰士: 獨行俠,2022/05/23,96,"508,795","142,244,324","801,651","223,663,806"
南韓,犯罪都市2,2022/05/20,65,"9,906","2,334,776","37,356","8,832,949"
日本,牛首村,2022/05/20,45,"1,014","239,370","5,706","1,353,294"
泰國,淒厲人僧：卡到陰,2022/05/20,38,321,"74,504","2,203","509,569"
伊朗,櫻桃的滋味 數位修復版,2022/05/20,14,296,"64,105","1,098","238,636"
芬蘭,鬼雙胞,2022/05/20,30,197,"47,776","2,104","510,610"
俄羅斯,逃出封鎖線,2022/05/20,27,191,"44,094","1,697","384,998"
伊朗,風帶著我來 數位修復版,2022/05/20,13,188,"41,897",769,"167,081"
中華民國,再會啦  白宮,2022/05/20,11,133,"30,796","2,913","651,807"
中華民國,給阿媽的一封信,2022/05/20,13,109,"25,667","2,064","441,505"
日本,第一人夫,2022/05/20,15,103,"22,760",813,"180,314"
芬蘭,孵魔,2022/05/20,15,78,"17,387",676,"162,080"
法國,安妮詩快跑,2022/05/20,6,44,"10,760",320,"72,159"
美國,公共圖書館員,2022/05/20,4,34,"7,110",579,"128,487"
美國,最後的生存者,2022/05/20,4,14,"3,540",186,"43,595"
泰國,愛在暹邏：數位經典版,2022/05/18,16,193,"51,556","1,437","369,325"
泰國,猛鬼大學：第2學期,2022/05/13,27,452,"105,293","7,410","1,742,040"
日本,輪到你了 劇場版,2022/05/13,11,242,"59,219","3,101","757,998"
南韓,空氣殺人,2022/05/13,18,218,"50,212","5,364","1,272,053"
日本,鹿王,2022/05/13,16,195,"47,687","3,059","745,010"
法國,親愛的童伴,2022/05/13,8,206,"46,840","1,906","445,288"
日本,漁港的肉子,2022/05/13,13,167,"40,080","2,906","684,781"
瑞士,阿哈：帶我走,2022/05/13,6,95,"22,555","1,188","275,275"
英國,鯊顫,2022/05/13,12,48,"11,195","3,381","791,358"
伊朗,我不是英雄,2022/05/13,4,35,"7,865",976,"214,966"
德國,詭棋,2022/05/13,5,16,"4,367","2,363","548,818"
南韓,死亡預報,2022/05/13,6,10,"2,430","3,032","706,602"
中華民國,格瑞特真相,2022/05/13,3,4,920,269,"59,957"
中國大陸,你好，李煥英,2022/05/06,4,28,"6,700","2,443","569,143"
香港,邊緣行者,2022/05/06,1,2,360,"1,288","303,724"
美國,奇異博士2：失控多重宇宙,2022/05/04,95,"52,834","13,211,086","880,444","232,400,618"
中華民國,售命,2022/04/29,7,37,"8,819","17,625","3,230,493"
美國,記憶殺神,2022/04/29,4,34,"7,561","17,583","4,105,910"
美國,死間行動,2022/04/29,2,16,"3,825","8,344","1,908,143"
日本,燃燒的劍,2022/04/29,2,5,"1,120","3,769","856,896"
美國,媽的多重宇宙,2022/04/22,86,"10,884","2,726,917","263,556","65,221,190"
香港,重慶森林 4K數位修復版,2022/04/22,7,330,"80,162","11,057","2,956,417"
美國,超吉任務,2022/04/22,4,54,"12,464","33,101","7,773,688"
日本,急急復雞雞,2022/04/22,1,38,"6,080","4,489","1,028,903"
中國大陸,奪冠,2022/04/22,1,1,230,728,"162,103"
法國,屠女養成記,2022/04/15,2,16,"2,510",487,"102,502"
美國,怪獸與鄧不利多的秘密,2022/04/14,73,"4,434","1,121,287","472,756","123,383,850"
日本,電影版 如果30歲還是處男，似乎就能成為魔法師,2022/04/08,8,302,"75,405","45,216","10,906,937"
美國,失落謎城,2022/04/08,2,31,"7,176","94,520","23,047,895"
日本,那些得不到保護的人,2022/04/08,1,41,"6,560","3,552","806,954"
日本,假面騎士劇場版　對決！超越新世代,2022/04/08,1,7,"1,510","4,857","1,167,619"
香港,少年,2022/04/08,1,2,590,"4,360","965,405"
美國,音速小子 2,2022/04/01,2,135,"28,710","64,305","15,157,853"
中華民國,頭七,2022/04/01,9,91,"21,809","121,067","27,709,685"
美國,魔比斯,2022/04/01,2,207,"14,935","192,195","48,043,706"
美國,劫命救護,2022/03/25,5,513,"30,816","84,475","20,838,169"
中華民國,咒,2022/03/18,32,"1,092","261,331","720,088","171,403,295"
美國,壞蛋聯盟,2022/03/18,2,176,"32,417","73,443","17,467,840"
中華民國,少年吔,2022/03/18,14,89,"20,496","138,955","32,500,855"
西班牙,丟包大作戰,2022/03/18,2,47,"5,730","2,473","581,749"
美國,獵殺戰場,2022/03/18,2,75,"5,550","2,243","439,338"
美國,全面掃蕩,2022/03/18,1,82,"4,510","1,596","322,605"
美國,貝爾法斯特,2022/03/11,4,191,"13,600","5,314","1,151,407"
中華民國,該死的阿修羅,2022/03/11,3,8,"1,890","16,846","3,670,118"
美國,蝙蝠俠,2022/03/03,3,126,"16,667","523,852","137,322,785"
英國,時代革命,2022/02/25,2,60,"15,460","111,260","27,718,603"
美國,黑光行動,2022/02/25,2,56,"5,292","37,272","8,540,567"
西班牙,瘋狂競賽片,2022/02/25,1,6,960,"2,388","518,421"
日本,劇場版 咒術迴戰 0,2022/02/24,6,347,"89,447","892,071","231,856,353"
芬蘭,反恐行動：獨立日,2022/02/18,1,10,"1,500","2,086","450,008"
美國,完美的敵人,2022/02/18,1,5,550,"1,833","415,119"
美國,秘境探險,2022/02/17,6,589,"42,740","306,863","75,684,284"
美國,尼羅河謀殺案,2022/02/11,6,341,"23,035","141,704","35,371,696"
美國,娶我吧!,2022/02/11,2,9,"1,150","12,444","2,923,194"
美國,王牌冤家,2022/02/11,1,1,220,"8,198","2,006,145"
中華民國,我吃了那男孩一整年的早餐,2022/01/28,14,88,"17,072","308,682","73,860,313"
中華民國,素還真,2022/01/28,1,27,"4,320","94,857","22,541,073"
日本,劇場版FREE! 男子游泳部–the Final Stroke–後篇,2022/01/21,15,"4,583","1,132,141","4,583","1,132,141"
法國,天堂計劃,2022/01/07,1,4,440,"1,421","290,913"
挪威,世界上最爛的人,2021/12/31,2,63,"9,240","25,579","6,151,731"
法國,柏格曼的島,2021/12/25,6,106,"23,590","1,464","320,568"
日本,在車上,2021/12/25,1,66,"16,830","37,316","9,410,640"
美國,蜘蛛人：無家日,2021/12/15,2,72,"5,280","1,967,162","498,216,125"
中華民國,一家之主,2020/10/07,17,139,"31,165","13,158","2,621,495"
南韓,燃燒烈愛,2018/06/29,1,99,"21,730","8,803","1,909,548"
香港,秋天的童話,1987/07/03,12,176,"40,085","1,166","272,943"
國別地區,中文片名,上映日期,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
日本,角落小夥伴電影版：藍色月夜的魔法之子,2022/08/05,68,"17,725","4,305,703","35,094","8,616,587"
加拿大,未來犯罪,2022/08/05,54,"1,647","386,487","3,549","837,204"
德國,非戀人絮語,2022/08/05,12,628,"137,515","1,366","308,105"
中華民國,我永遠永遠永遠愛你,2022/08/05,6,602,"95,480",872,"137,920"
法國,喀布爾之燕,2022/08/05,10,213,"49,350",399,"91,673"
英國,偷香 數位修復版,2022/08/05,8,120,"23,145",229,"44,682"
日本,蠟筆小新：幽靈忍者珍風傳,2022/08/04,57,"38,395","9,395,538","70,575","17,286,922"
美國,子彈列車,2022/08/03,98,"120,666","31,173,593","264,309","68,926,788"
中華民國,民雄鬼屋,2022/07/29,78,"21,918","5,352,201","105,434","25,961,365"
日本,特『刀劍亂舞-花丸-』～雪之卷～,2022/07/29,24,"1,091","277,272","4,310","1,096,164"
英國,法蘭克札帕：從前衛到當代,2022/07/29,4,487,"122,974","1,354","334,112"
德國,永別了，柏林,2022/07/29,11,312,"66,760","1,574","338,072"
法國,就在今夜,2022/07/29,10,242,"53,375","1,365","305,626"
法國,席琳狄翁外傳：愛的力量,2022/07/29,18,229,"50,169","1,812","406,875"
美國,殺戮基地,2022/07/29,10,47,"11,775","1,390","320,209"
南韓,外星+人,2022/07/27,69,"4,201","1,000,577","37,090","9,035,066"
日本,再見了，橡果兄弟！－奇蹟的暑假－,2022/07/25,13,455,"113,176","2,407","608,219"
法國,烈火少女,2022/07/23,9,147,"34,980",843,"197,891"
美國,喜悅：達賴喇嘛遇見屠圖主教,2022/07/22,22,"3,771","883,709","5,675","1,329,226"
中華民國,徘徊年代,2022/07/22,6,450,"99,915","3,203","724,130"
泰國,鬼單眼,2022/07/22,9,197,"46,892","6,206","1,504,108"
南韓,非常殺手,2022/07/22,14,117,"26,397","9,140","2,183,756"
香港,七人樂隊,2022/07/22,5,101,"23,420","1,533","350,924"
香港,闔家辣,2022/07/22,5,101,"23,135","1,983","470,511"
中國大陸,于堇：蘭心大劇院,2022/07/22,4,85,"18,590","1,573","345,350"
芬蘭,當女孩戀愛時,2022/07/22,4,46,"10,335","1,092","243,085"
義大利,洞,2022/07/22,2,31,"6,575",693,"148,564"
日本,偷情連載中,2022/07/22,2,20,"4,485",802,"176,889"
日本,只是現在不走運而已,2022/07/22,1,5,960,454,"96,976"
美國,小小兵2:格魯的崛起,2022/07/20,98,"54,856","13,408,865","517,827","128,064,849"
美國,回歸野性,2022/07/17,1,13,995,17,"1,355"
美國,馬達加斯加：狐猴之島,2022/07/16,1,16,"1,760",21,"2,210"
日本,電影哆啦A夢：大雄的宇宙小戰爭 2021,2022/07/15,41,"1,512","345,729","44,270","10,510,508"
南韓,分手的決心,2022/07/15,25,"1,274","312,149","26,900","6,671,284"
日本,婚顧女王,2022/07/15,1,102,"22,950","1,528","337,867"
法國,失業風暴,2022/07/15,1,44,"7,040","1,457","300,670"
南韓,邪門,2022/07/15,2,20,"4,715","8,978","2,199,299"
芬蘭,朵貝的愛情繪本,2022/07/15,1,5,"1,060",562,"121,222"
美國,達賴的一生,2022/07/08,5,136,"29,660","5,348","1,211,532"
印度,偉大的印度廚房,2022/07/08,1,34,"5,440","1,335","278,486"
日本,平成狸合戰,2022/07/08,1,13,"3,080",571,"138,051"
日本,熊貓家族+熊貓家族 - 雨中的馬戲團,2022/07/08,1,12,"2,800",704,"173,371"
日本,兒時的點點滴滴,2022/07/08,1,10,"2,300",654,"157,320"
美國,雷神索爾：愛與雷霆,2022/07/06,90,"11,997","3,020,936","852,312","223,104,353"
美國,最後的冰川,2022/07/02,1,102,"6,655",122,"8,320"
南韓,魔女二部曲：另一個她,2022/07/01,17,468,"110,101","70,583","16,853,076"
美國,闇黑電話,2022/07/01,4,39,"10,055","32,109","7,890,027"
南韓,衝鋒戰士劇場版：翁法洛斯島的秘密,2022/07/01,1,10,"2,350","3,584","851,816"
日本,名偵探柯南 萬聖節的新娘,2022/06/30,85,"11,408","2,817,785","462,443","116,231,469"
南韓,嬰兒轉運站,2022/06/24,7,344,"78,245","59,496","14,552,963"
法國,越界分身,2022/06/24,2,126,"11,340",687,"122,795"
匈牙利,忌妒的藍圖,2022/06/24,1,56,"8,960",832,"180,013"
波蘭,拜金女王的性愛派對,2022/06/24,1,129,"7,095","4,291","978,071"
美國,貓王艾維斯,2022/06/23,7,320,"51,517","38,010","9,680,306"
美國,巴斯光年,2022/06/17,6,349,"71,010","168,456","41,745,152"
中華民國,台灣男子葉石濤,2022/06/17,1,72,"18,000","9,844","2,177,523"
美國,午後彌撒,2022/06/17,2,110,"13,110","1,797","385,224"
英國,利奥波德城,2022/06/14,1,41,"25,720",189,"119,380"
日本,如果30歲還是處男，似乎就能成為魔法師【後篇】,2022/06/12,1,80,"16,800",397,"95,450"
日本,如果30歲還是處男，似乎就能成為魔法師【前篇】,2022/06/11,1,80,"16,800",362,"86,760"
英國,伊恩•麥克連 80歲個人秀巡迴演出,2022/06/11,1,10,"6,920",376,"256,780"
日本,餘命10年,2022/06/10,10,524,"126,747","74,691","18,698,552"
英國,羅密歐與茱麗葉,2022/06/10,1,14,"9,560",223,"148,820"
美國,侏羅紀世界: 統霸天下,2022/06/08,69,"4,177","1,002,558","1,268,734","332,597,810"
美國,進擊的地才,2022/06/03,2,120,"9,960",709,"141,953"
法國,失速母親,2022/06/02,2,63,"5,175","1,731","287,634"
法國,好好說再見,2022/05/27,1,14,"2,240","1,834","394,890"
美國,捍衛戰士: 獨行俠,2022/05/23,92,"35,286","9,410,374","2,568,790","701,468,867"
美國,最後的生存者,2022/05/20,1,35,"1,925",830,"108,650"
日本,輪到你了 劇場版,2022/05/13,1,74,"11,840","3,335","808,537"
英國,鯊顫,2022/05/13,1,21,"2,310","4,588","911,199"
美國,奇異博士2：失控多重宇宙,2022/05/04,4,698,"56,336","929,070","244,320,530"
南韓,超跑斯特拉,2022/04/29,1,27,"3,197","3,437","726,501"
美國,記憶殺神,2022/04/29,1,17,"2,720","19,183","4,246,625"
美國,媽的多重宇宙,2022/04/22,3,364,"33,397","274,961","67,860,268"
美國,怪獸與鄧不利多的秘密,2022/04/14,5,403,"42,605","477,946","124,332,672"
日本,電影版 如果30歲還是處男，似乎就能成為魔法師,2022/04/08,1,60,"12,600","46,552","11,222,099"
英國,餐廳失控夜,2022/04/01,1,39,"4,570","3,280","732,470"
美國,音速小子 2,2022/04/01,1,10,"1,100","65,214","15,259,948"
美國,全面掃蕩,2022/03/18,1,112,"13,644","2,014","358,421"
美國,壞蛋聯盟,2022/03/18,1,34,"3,740","74,211","17,543,405"
日本,劇場版 咒術迴戰 0,2022/02/24,2,119,"30,980","893,557","232,231,438"
中華民國,愛別離苦,2022/02/18,1,40,"9,200","6,884","1,518,697"
泰國,記憶,2021/12/26,1,90,"19,045","1,705","390,591"
中華民國,尋找神話之鳥,2021/12/17,1,228,"54,720","11,131","2,374,779"
義大利,達賴喇嘛:大腦故事,2021/11/12,2,14,"2,790","6,999","1,513,476"
英國,發條橘子,2017/12/29,1,275,"92,900","6,030","1,378,328"
南斯拉夫,地下社會,2015/05/15,1,123,"28,365","3,003","665,720"
日本,輝耀姬物語,2014/06/13,1,10,"2,450",725,"180,541"
香港,霸王別姬,1993/12/10,1,0,0,"2,077","487,914"
中華民國,少年吔，安啦！,1992/07/03,24,951,"220,720","36,848","8,961,694"
香港,胭脂扣,1987/12/05,1,2,560,"4,854","1,112,887"
國別地區,中文片名,上映日期,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
"美國／
黎巴嫩",我想有個家,2019/02/08,11,"5,125","1,104,242","8,981","1,935,967"
美國,艾莉塔：戰鬥天使,2019/02/05,99,"264,925","66,775,527","827,011","209,920,582"
香港,廉政風雲煙幕,2019/02/05,60,"8,950","2,053,989","41,122","9,516,370"
中國大陸,神探蒲松齡,2019/02/05,53,"4,198","939,128","27,419","6,265,689"
加拿大,哈柏太空之旅3D,2019/02/04,1,40,"5,710",152,"22,700"
加拿大,深海獵奇3D,2019/02/03,1,35,"5,655",112,"15,815"
美國,愛‧滿人間,2019/02/01,88,"12,066","2,782,534","69,153","16,109,025"
中華民國,大三元,2019/02/01,90,"10,911","2,403,690","102,122","22,896,579"
美國,福爾摩濕與滑生,2019/02/01,72,"2,862","646,061","23,926","5,467,826"
中華民國,瘋狂電視台瘋電影,2019/02/01,91,"2,676","593,348","26,912","6,066,367"
南韓,飆風特警隊,2019/02/01,41,"2,253","504,303","14,664","3,312,395"
日本,日日是好日,2019/02/01,13,"2,259","485,940","7,428","1,620,225"
日本,億男,2019/02/01,7,239,"52,825","1,891","422,286"
美國,穿在乳頭上的洞,2019/02/01,4,70,"16,150",349,"79,798"
美國,馴龍高手3,2019/01/30,98,"88,981","20,681,848","616,058","144,814,910"
美國,幸福綠皮書,2019/01/25,39,"17,846","4,161,709","81,970","19,139,247"
美國,驚濤佈局,2019/01/25,38,"3,640","887,188","67,144","15,662,485"
美國,真寵,2019/01/25,26,"3,955","882,496","31,770","7,275,868"
美國,老人與槍,2019/01/25,5,253,"53,020","5,455","1,203,836"
美國,辛德勒的名單(25週年數位經典版),2019/01/25,3,88,"22,080","4,149","1,053,074"
日本,妖怪手錶：光影之卷鬼王的復活,2019/01/25,7,18,"3,845","3,061","697,805"
中華民國,寒單,2019/01/23,81,"19,781","4,394,423","210,251","47,202,038"
中華民國,彩雲飛,2019/01/19,1,3,570,3,570
日本,巧虎電影魔法島大冒險,2019/01/18,15,"2,086","490,171","33,358","7,878,298"
南韓,鎖命危機,2019/01/18,6,338,"77,310","22,330","5,078,047"
中華民國,貓影特工,2019/01/18,3,131,"28,850","10,582","2,257,520"
日本,企鵝公路,2019/01/18,5,84,"19,250","17,615","4,039,980"
美國,魔劍少年,2019/01/18,2,18,"4,275","26,466","5,868,948"
日本,我的爸爸是壞蛋冠軍,2019/01/18,1,2,430,"1,797","397,883"
美國,異裂,2019/01/16,66,"8,473","2,033,723","388,286","90,874,111"
中國大陸,大象席地而坐,2019/01/11,7,"1,161","297,653","26,861","6,766,368"
美國,為了與你相聚,2019/01/11,13,339,"77,980","77,915","17,690,479"
美國,賭命運轉手,2019/01/11,3,137,"31,025","66,956","15,440,361"
法國,天才樂手行不行,2019/01/11,2,72,"11,080","3,094","658,911"
南韓,搖擺男孩,2019/01/11,4,41,"9,560","22,065","5,035,284"
日本,機動戰士鋼彈NT,2019/01/11,1,17,"3,910","11,383","2,790,936"
美國,捍衛生死線,2019/01/11,1,9,"1,670","47,277","10,918,720"
泰國,借來的100天,2019/01/11,1,7,"1,620","15,257","3,451,312"
美國,窒息,2019/01/11,1,7,"1,355","11,519","2,852,847"
美國,速成家庭,2019/01/11,1,3,600,"48,075","10,975,485"
英國,惡魔突襲隊,2019/01/04,1,100,"15,340","2,302","470,243"
瑞典,邊境奇譚,2019/01/04,1,48,"10,660","10,017","2,348,410"
美國,私人戰爭,2019/01/04,1,34,"3,400","15,068","3,358,611"
法國,近敵,2019/01/04,1,27,"2,700","1,138","249,283"
日本,旅貓日記,2019/01/04,1,8,"1,840","8,206","1,863,258"
